SRR057629	SRR057630	SRR057632	SRR057649	SRR057650	SRR057651
ENSG00000266133	0	0	0	0	0	0
ENSG00000266134	0	0	0	0	0	0
ENSG00000266135	0	4	1	0	4	1
ENSG00000266136	0	0	0	0	0	0
ENSG00000266138	0	0	0	0	0	0
ENSG00000266139	0	0	0	0	0	0
ENSG00000266140	0	0	0	0	0	0
ENSG00000266141	0	0	0	0	0	0
ENSG00000266142	0	0	0	0	0	0
ENSG00000266143	0	1	0	0	0	0
ENSG00000266144	0	0	0	0	0	0
ENSG00000266145	0	1	2	2	2	3
ENSG00000266146	0	0	0	0	0	0
ENSG00000266147	0	0	0	0	0	0
ENSG00000266148	0	0	0	0	0	0
ENSG00000266149	0	0	0	0	0	2
ENSG00000266150	0	0	0	0	0	0
ENSG00000266151	0	0	0	0	0	0
ENSG00000266152	0	0	0	0	0	0
ENSG00000266153	0	0	0	0	0	0
ENSG00000266154	0	0	0	0	1	0
ENSG00000266155	1	0	2	1	0	0
ENSG00000266156	0	0	0	0	0	0
ENSG00000266157	0	0	0	0	0	0
ENSG00000266158	0	0	0	0	0	1
ENSG00000266159	0	0	0	0	0	0
ENSG00000266160	0	0	0	0	0	0
ENSG00000266161	0	0	0	0	0	0
ENSG00000266162	0	0	0	0	0	0
ENSG00000266163	0	0	0	0	0	0
ENSG00000266164	0	0	0	0	0	0
ENSG00000266165	0	0	0	0	0	0
ENSG00000266166	0	0	0	0	0	0
ENSG00000266167	0	0	0	0	0	0
ENSG00000266168	0	0	0	0	0	0
ENSG00000266169	0	0	0	0	0	0
ENSG00000266170	0	0	0	0	0	0
ENSG00000266171	3	2	1	1	0	3
ENSG00000266172	0	0	0	0	0	0
ENSG00000266173	61	32	79	42	29	41
ENSG00000266174	0	0	0	0	0	0
ENSG00000266175	0	0	0	0	0	0
ENSG00000266176	0	0	0	0	0	0
ENSG00000266177	0	0	0	0	0	0
ENSG00000266178	0	0	0	0	0	0
ENSG00000266179	2	1	3	0	1	2
ENSG00000266180	0	0	0	0	0	0
ENSG00000266181	0	0	0	0	0	0
ENSG00000266182	0	0	0	0	0	0
ENSG00000266183	0	0	1	0	0	0
ENSG00000266184	9	2	12	4	6	5
ENSG00000266185	0	0	0	0	0	0
ENSG00000266186	0	0	0	0	0	0
ENSG00000266187	0	0	0	0	0	0
ENSG00000266188	0	0	0	0	0	0
ENSG00000266189	0	1	3	0	0	0
ENSG00000266190	0	0	1	0	0	0
ENSG00000266191	0	0	0	0	0	0
ENSG00000266192	0	0	0	0	0	0
ENSG00000266193	0	0	0	0	0	0
ENSG00000266194	0	0	0	0	0	0
ENSG00000266195	0	0	0	0	0	0
ENSG00000266196	0	0	0	0	0	0
ENSG00000266197	0	0	0	0	0	0
ENSG00000266198	0	0	0	0	0	0
ENSG00000266199	0	0	1	0	0	0
ENSG00000266200	0	0	0	0	0	0
ENSG00000266201	0	0	2	1	4	0
ENSG00000266202	0	0	0	0	0	0
ENSG00000266203	0	0	0	0	0	0
ENSG00000266204	0	0	0	0	0	0
ENSG00000266205	0	0	0	0	0	0
ENSG00000266206	0	0	0	0	0	0
ENSG00000266207	0	0	0	0	0	0
ENSG00000266208	19	17	29	16	11	18
ENSG00000266209	0	0	0	0	0	0
ENSG00000266210	0	0	0	0	0	0
ENSG00000266211	0	0	0	0	0	0
ENSG00000266212	0	0	0	0	0	0
ENSG00000266213	0	0	0	1	0	0
ENSG00000266214	0	0	0	0	0	0
ENSG00000266215	0	0	0	0	0	0
ENSG00000266216	0	0	0	0	0	0
ENSG00000266217	0	0	0	0	0	0
ENSG00000266218	0	0	0	0	0	0
ENSG00000266219	0	0	0	0	0	1
ENSG00000266220	0	0	0	0	0	0
ENSG00000266222	1	0	0	0	0	0
ENSG00000266223	0	0	0	0	1	1
ENSG00000266224	0	0	0	0	0	0
ENSG00000266225	0	0	0	0	0	0
ENSG00000266226	0	0	0	0	0	0
ENSG00000266227	0	1	0	0	0	0
ENSG00000266228	0	0	0	0	0	0
ENSG00000266229	0	0	0	0	0	0
ENSG00000266230	0	0	0	0	0	0
ENSG00000266231	0	0	0	0	0	0
ENSG00000266232	0	0	0	0	1	0
ENSG00000266233	0	0	0	0	0	0
ENSG00000266234	0	0	0	0	0	0
ENSG00000266235	4	0	3	0	0	1
ENSG00000266236	4	1	5	1	5	3
ENSG00000266237	0	1	1	0	0	0
ENSG00000266239	1	0	0	2	0	0
ENSG00000266240	0	1	0	0	0	0
ENSG00000266241	0	0	0	0	0	0
ENSG00000266242	2	0	0	0	0	0
ENSG00000266243	0	0	0	0	0	0
ENSG00000266244	0	0	0	0	0	0
ENSG00000266245	0	0	0	0	0	0
ENSG00000266246	0	0	0	0	0	0
ENSG00000266247	0	0	0	0	0	0
ENSG00000266248	0	0	0	0	0	1
ENSG00000266249	0	0	0	0	0	0
ENSG00000266250	0	0	0	0	0	0
ENSG00000266251	0	0	0	1	1	0
ENSG00000266252	0	0	0	0	0	0
ENSG00000266253	0	0	0	0	0	0
ENSG00000266254	0	0	0	0	0	0
ENSG00000266255	0	0	0	0	0	0
ENSG00000266256	2	1	1	2	2	0
ENSG00000266257	0	0	0	0	0	0
ENSG00000266258	0	0	1	0	0	1
ENSG00000266259	0	0	0	0	0	0
ENSG00000266261	0	1	0	0	0	0
ENSG00000266262	0	0	0	0	0	0
ENSG00000266263	0	0	0	0	0	0
ENSG00000266264	0	0	0	0	0	0
ENSG00000266265	0	0	0	0	0	0
ENSG00000266268	0	0	0	0	0	0
ENSG00000266269	0	0	0	0	0	0
ENSG00000266270	0	0	0	0	0	0
ENSG00000266271	0	0	0	0	0	0
ENSG00000266272	0	0	0	0	0	0
ENSG00000266273	0	0	0	0	0	0
ENSG00000266274	1	1	0	0	0	3
ENSG00000266275	0	0	0	0	0	0
ENSG00000266276	0	0	0	0	0	0
ENSG00000266277	0	0	0	0	0	0
ENSG00000266278	0	0	0	1	0	0
ENSG00000266279	0	0	0	0	0	0
ENSG00000266280	0	0	0	0	0	0
ENSG00000266281	0	0	0	0	0	0
ENSG00000266282	86	49	90	58	58	66
ENSG00000266283	0	0	0	0	1	0
ENSG00000266284	0	0	0	0	0	0
ENSG00000266285	0	0	0	0	0	0
ENSG00000266286	0	0	0	0	0	0
ENSG00000266287	0	0	0	0	0	0
ENSG00000266288	0	0	0	0	0	0
ENSG00000266289	1	1	1	0	0	0
ENSG00000266290	0	0	1	1	0	0
ENSG00000266291	0	0	0	0	0	0
ENSG00000266292	0	0	0	0	0	0
ENSG00000266293	0	0	0	0	0	0
ENSG00000266294	0	0	0	0	0	0
ENSG00000266295	0	0	0	0	0	0
ENSG00000266296	11	3	4	6	5	5
ENSG00000266297	0	1	0	0	0	0
ENSG00000266298	0	0	0	0	0	0
ENSG00000266299	0	0	0	0	0	0
ENSG00000266300	0	0	0	0	0	0
ENSG00000266301	0	0	0	0	0	0
ENSG00000266302	0	0	0	0	0	0
ENSG00000266303	0	0	0	0	0	0
ENSG00000266304	0	0	0	0	0	0
ENSG00000266305	0	0	0	0	0	0
ENSG00000266306	0	1	0	1	0	0
ENSG00000266307	0	0	0	0	0	0
ENSG00000266308	2	0	0	0	0	0
ENSG00000266309	0	0	0	0	0	0
ENSG00000266310	0	0	0	0	0	0
ENSG00000266311	0	0	0	0	0	0
ENSG00000266312	0	0	0	0	2	0
ENSG00000266313	1	1	0	0	0	0
ENSG00000266315	0	1	1	0	1	0
ENSG00000266316	0	1	0	0	0	0
ENSG00000266317	0	0	0	0	0	0
ENSG00000266318	0	0	1	0	0	0
ENSG00000266319	0	0	0	0	0	0
ENSG00000266320	0	0	0	0	0	0
ENSG00000266321	0	0	0	0	0	0
ENSG00000266322	0	0	0	0	0	0
ENSG00000266323	0	1	0	0	0	1
ENSG00000266324	0	1	0	0	0	0
ENSG00000266325	0	0	0	0	0	0
ENSG00000266327	0	0	0	0	0	0
ENSG00000266328	0	0	0	0	0	0
ENSG00000266329	0	0	0	0	0	0
ENSG00000266330	0	0	0	0	0	0
ENSG00000266331	0	0	0	0	0	0
ENSG00000266332	0	0	0	0	0	0
ENSG00000266333	0	0	0	0	0	0
ENSG00000266334	0	0	0	0	0	0
ENSG00000266335	0	0	0	0	0	0
ENSG00000266336	0	0	0	0	0	0
ENSG00000266337	0	0	0	0	0	0
ENSG00000266338	0	0	0	0	0	0
ENSG00000266339	0	0	0	0	0	0
ENSG00000266340	0	0	0	0	0	0
ENSG00000266341	0	0	0	0	0	0
ENSG00000266342	0	0	0	0	0	0
ENSG00000266343	0	0	0	0	0	0
ENSG00000266344	0	0	0	0	0	0
ENSG00000266345	0	0	0	0	0	0
ENSG00000266346	0	0	0	0	0	0
ENSG00000266347	0	1	0	0	1	1
ENSG00000266349	0	0	0	0	0	0
ENSG00000266350	0	0	0	0	0	0
ENSG00000266352	1	3	1	0	0	0
ENSG00000266353	0	0	0	0	0	0
ENSG00000266354	0	0	0	0	0	0
ENSG00000266355	0	0	0	0	0	0
ENSG00000266356	6	3	4	4	2	1
ENSG00000266357	0	0	0	0	0	0
ENSG00000266358	0	0	0	0	0	0
ENSG00000266359	0	0	0	0	0	0
ENSG00000266360	0	0	0	0	0	0
ENSG00000266361	0	0	0	0	0	0
ENSG00000266362	0	0	0	0	0	0
ENSG00000266363	0	0	0	0	0	0
ENSG00000266364	0	0	0	0	0	0
ENSG00000266365	2	3	5	3	1	2
ENSG00000266366	0	0	0	0	0	0
ENSG00000266367	0	0	0	0	0	0
ENSG00000266368	0	0	1	1	0	0
ENSG00000266369	0	0	7	0	0	5
ENSG00000266370	0	0	0	1	0	0
ENSG00000266371	0	1	1	0	1	0
ENSG00000266372	0	0	0	1	0	0
ENSG00000266373	3	4	6	1	1	4
ENSG00000266374	0	0	0	0	0	0
ENSG00000266375	0	0	0	0	0	0
ENSG00000266376	0	0	0	0	0	0
ENSG00000266377	0	0	0	0	0	0
ENSG00000266378	0	0	1	1	0	2
ENSG00000266379	0	0	1	0	1	0
ENSG00000266380	0	0	0	0	0	0
ENSG00000266381	0	0	0	0	0	0
ENSG00000266382	0	0	0	0	0	0
ENSG00000266383	0	0	0	1	0	0
ENSG00000266384	0	0	0	0	0	0
ENSG00000266385	0	0	2	0	0	2
ENSG00000266386	0	0	0	0	0	0
ENSG00000266387	0	0	0	0	0	0
ENSG00000266388	0	0	0	0	0	0
ENSG00000266389	0	1	0	0	0	0
ENSG00000266390	0	0	0	0	0	0
ENSG00000266391	0	0	0	0	0	0
ENSG00000266392	0	0	2	0	1	0
ENSG00000266393	0	0	0	0	0	0
ENSG00000266394	0	0	0	0	0	0
ENSG00000266396	0	0	0	0	0	0
ENSG00000266397	0	0	0	0	0	2
ENSG00000266398	0	0	0	0	0	0
ENSG00000266399	0	0	0	0	0	0
ENSG00000266400	0	0	0	0	0	0
ENSG00000266401	0	2	1	0	0	0
ENSG00000266402	56	27	33	55	24	117
ENSG00000266403	0	0	0	0	0	0
ENSG00000266404	0	0	0	0	0	0
ENSG00000266405	7	2	3	6	0	2
ENSG00000266406	0	0	0	0	0	0
ENSG00000266407	0	0	0	0	0	0
ENSG00000266408	1	2	0	1	1	0
ENSG00000266409	0	0	0	0	0	0
ENSG00000266410	0	0	0	0	0	0
ENSG00000266411	0	0	0	0	0	0
ENSG00000266412	0	0	0	0	0	0
ENSG00000266413	1	1	0	0	2	0
ENSG00000266414	0	0	0	0	0	0
ENSG00000266415	0	0	0	0	0	0
ENSG00000266416	0	0	0	0	0	0
ENSG00000266417	0	0	0	0	0	0
ENSG00000266418	0	0	0	0	0	0
ENSG00000266419	0	0	0	0	0	0
ENSG00000266420	0	1	2	0	0	0
ENSG00000266421	0	0	0	0	0	0
ENSG00000266423	0	0	0	0	0	0
ENSG00000266424	0	0	0	0	0	0
ENSG00000266425	0	0	0	0	0	0
ENSG00000266426	0	0	0	0	0	0
ENSG00000266427	0	0	0	0	0	0
ENSG00000266428	0	2	0	0	0	2
ENSG00000266429	1	0	1	0	0	0
ENSG00000266430	0	0	0	0	0	0
ENSG00000266431	0	0	0	0	0	0
ENSG00000266432	0	0	0	0	0	0
ENSG00000266433	1	0	1	1	1	1
ENSG00000266434	0	0	0	0	0	0
ENSG00000266435	0	0	0	0	0	0
ENSG00000266436	0	0	0	0	0	0
ENSG00000266437	0	0	0	0	0	0
ENSG00000266439	1	0	0	0	0	0
ENSG00000266440	0	0	0	0	0	0
ENSG00000266441	0	2	0	0	1	0
ENSG00000266442	0	0	0	0	0	0
ENSG00000266443	0	0	0	0	0	0
ENSG00000266444	0	0	0	0	0	0
ENSG00000266445	3	0	3	2	2	4
ENSG00000266446	0	0	2	1	0	1
ENSG00000266447	0	0	0	0	0	0
ENSG00000266448	0	0	0	0	0	0
ENSG00000266449	0	0	0	0	0	0
ENSG00000266450	0	0	0	0	0	0
ENSG00000266451	0	0	0	0	0	0
ENSG00000266452	0	0	0	0	0	0
ENSG00000266453	0	0	0	0	0	0
ENSG00000266454	0	0	0	0	0	0
ENSG00000266455	0	0	0	0	0	0
ENSG00000266456	0	0	3	2	3	3
ENSG00000266457	0	0	0	0	0	0
ENSG00000266458	0	0	0	0	0	0
ENSG00000266459	0	0	0	0	0	0
ENSG00000266460	0	0	0	0	0	0
ENSG00000266461	0	0	0	0	0	0
ENSG00000266462	0	0	0	0	0	0
ENSG00000266463	0	0	0	0	0	0
ENSG00000266464	0	0	0	0	0	0
ENSG00000266465	0	0	0	0	0	0
ENSG00000266466	0	0	0	0	0	0
ENSG00000266467	0	0	0	0	0	0
ENSG00000266468	0	0	0	0	0	1
ENSG00000266469	34	23	45	24	23	35
ENSG00000266470	0	0	0	0	0	0
ENSG00000266472	0	0	0	0	0	0
ENSG00000266473	0	0	0	0	0	0
ENSG00000266474	0	0	0	0	0	0
ENSG00000266475	0	0	0	0	0	0
ENSG00000266476	0	0	0	0	0	0
ENSG00000266477	0	0	0	0	0	0
ENSG00000266478	0	0	0	0	0	0
ENSG00000266479	3	1	7	2	1	2
ENSG00000266480	0	0	0	0	0	0
ENSG00000266481	0	0	0	0	0	0
ENSG00000266482	0	0	0	0	0	0
ENSG00000266483	1	0	0	0	0	0
ENSG00000266484	0	0	0	0	0	0
ENSG00000266485	0	0	0	0	0	0
ENSG00000266486	0	0	0	0	0	0
ENSG00000266487	0	0	0	0	0	0
ENSG00000266488	0	0	0	0	0	0
ENSG00000266489	1	0	0	0	0	0
ENSG00000266490	6	10	7	5	7	9
ENSG00000266491	0	0	0	0	0	0
ENSG00000266492	0	0	0	0	0	0
ENSG00000266493	0	0	0	0	0	0
ENSG00000266494	0	0	0	0	0	0
ENSG00000266495	0	1	0	0	0	0
ENSG00000266496	0	0	0	0	0	0
ENSG00000266497	1	0	2	0	0	0
ENSG00000266498	2	3	0	0	3	0
ENSG00000266499	0	0	0	0	0	0
ENSG00000266500	0	0	0	0	0	0
ENSG00000266501	13	3	9	16	7	9
ENSG00000266502	0	0	0	0	0	0
ENSG00000266503	0	0	0	0	0	0
ENSG00000266504	0	0	0	0	0	0
ENSG00000266505	0	0	0	0	0	0
ENSG00000266507	0	1	0	0	1	0
ENSG00000266508	0	0	0	0	0	0
ENSG00000266509	0	0	0	0	0	0
ENSG00000266510	0	0	0	0	0	0
ENSG00000266511	0	0	0	0	0	0
ENSG00000266512	0	0	0	0	0	0
ENSG00000266513	0	0	1	0	0	0
ENSG00000266514	0	0	0	0	0	0
ENSG00000266515	0	0	0	0	0	0
ENSG00000266516	0	0	0	0	0	0
ENSG00000266517	0	0	0	0	0	0
ENSG00000266518	0	0	0	0	0	0
ENSG00000266519	0	0	0	0	0	0
ENSG00000266520	0	0	0	2	2	0
ENSG00000266521	1	2	0	0	2	2
ENSG00000266522	1	1	3	2	1	4
ENSG00000266523	0	0	0	0	0	0
ENSG00000266524	0	0	0	0	0	0
ENSG00000266525	0	0	0	0	0	0
ENSG00000266526	0	0	0	0	0	0
ENSG00000266527	0	0	2	1	0	0
ENSG00000266528	0	0	0	0	0	0
ENSG00000266529	6	4	7	3	5	6
ENSG00000266530	0	0	0	0	0	0
ENSG00000266531	0	0	1	0	0	0
ENSG00000266532	0	0	0	0	0	0
ENSG00000266533	0	0	2	0	0	0
ENSG00000266534	0	0	0	0	0	0
ENSG00000266535	0	0	0	0	0	0
ENSG00000266536	0	1	0	0	0	0
ENSG00000266537	0	1	2	1	0	0
ENSG00000266538	1	1	2	0	0	0
ENSG00000266539	0	0	0	0	0	0
ENSG00000266540	0	0	0	0	0	0
ENSG00000266541	0	0	0	0	0	0
ENSG00000266542	0	0	0	0	0	0
ENSG00000266543	0	0	0	0	0	0
ENSG00000266544	0	0	0	0	0	0
ENSG00000266545	0	0	0	0	0	0
ENSG00000266546	0	0	0	0	0	0
ENSG00000266547	0	0	0	0	0	0
ENSG00000266548	0	0	0	0	0	0
ENSG00000266549	0	0	0	0	1	0
ENSG00000266550	0	0	0	0	0	0
ENSG00000266551	0	0	0	0	0	0
ENSG00000266552	0	0	0	0	0	0
ENSG00000266553	0	0	0	0	0	0
ENSG00000266554	1	1	0	0	0	0
ENSG00000266555	0	0	1	0	0	0
ENSG00000266556	0	0	0	0	0	0
ENSG00000266557	0	0	0	0	0	0
ENSG00000266558	0	0	0	0	0	0
ENSG00000266559	0	0	0	0	0	0
ENSG00000266560	0	0	0	0	0	0
ENSG00000266561	0	1	0	0	0	0
ENSG00000266562	0	0	0	0	0	0
ENSG00000266563	37	34	29	46	46	29
ENSG00000266564	0	0	0	0	0	0
ENSG00000266566	0	0	0	1	1	1
ENSG00000266567	0	0	0	0	0	0
ENSG00000266568	0	0	0	0	0	0
ENSG00000266569	0	0	0	0	0	0
ENSG00000266570	0	0	0	0	0	0
ENSG00000266571	0	0	0	0	0	0
ENSG00000266572	0	0	0	0	0	0
ENSG00000266573	0	0	1	0	0	0
ENSG00000266574	0	0	0	0	0	0
ENSG00000266575	0	4	2	0	2	1
ENSG00000266576	0	0	0	0	0	0
ENSG00000266577	0	0	0	0	0	0
ENSG00000266578	1	0	0	0	0	2
ENSG00000266579	1	0	0	0	0	1
ENSG00000266580	0	0	0	0	0	0
ENSG00000266581	0	0	0	0	0	0
ENSG00000266582	0	0	0	0	0	0
ENSG00000266583	0	0	0	0	0	0
ENSG00000266584	0	0	0	0	0	0
ENSG00000266585	0	0	0	0	0	0
ENSG00000266586	0	0	0	0	0	0
ENSG00000266587	0	1	0	0	0	0
ENSG00000266588	0	0	3	0	0	0
ENSG00000266589	1	0	0	0	0	0
ENSG00000266590	0	0	0	0	0	0
ENSG00000266591	0	0	0	0	0	0
ENSG00000266592	0	0	0	0	0	0
ENSG00000266593	0	0	0	0	0	0
ENSG00000266594	0	0	2	0	0	0
ENSG00000266595	0	0	0	0	0	0
ENSG00000266596	0	0	0	0	0	0
ENSG00000266597	0	0	0	0	0	0
ENSG00000266598	0	1	0	0	0	0
ENSG00000266599	0	2	0	0	0	0
ENSG00000266600	0	0	0	0	0	0
ENSG00000266601	2	4	5	2	2	2
ENSG00000266602	0	0	0	0	0	0
ENSG00000266603	0	0	0	0	0	0
ENSG00000266604	0	0	0	0	0	0
ENSG00000266605	0	0	0	0	0	0
ENSG00000266606	0	0	0	0	0	0
ENSG00000266607	0	0	0	0	0	0
ENSG00000266608	0	0	0	0	0	0
ENSG00000266609	0	0	0	0	0	0
ENSG00000266610	0	0	0	0	0	0
ENSG00000266611	0	0	0	0	0	0
ENSG00000266612	0	0	0	0	0	0
ENSG00000266613	19	13	27	7	10	6
ENSG00000266614	0	0	0	0	0	0
ENSG00000266615	0	0	0	0	0	0
ENSG00000266616	0	0	0	0	0	0
ENSG00000266617	0	0	0	0	0	0
ENSG00000266618	0	0	0	0	0	0
ENSG00000266619	0	0	0	0	0	0
ENSG00000266620	0	0	0	0	0	0
ENSG00000266621	0	0	0	0	0	0
ENSG00000266622	0	0	0	0	0	0
ENSG00000266624	0	0	0	0	0	0
ENSG00000266625	0	0	0	0	0	0
ENSG00000266626	0	0	0	0	0	0
ENSG00000266627	0	0	0	0	0	0
ENSG00000266628	0	0	0	0	0	0
ENSG00000266629	0	0	0	0	0	0
ENSG00000266630	0	0	0	0	0	0
ENSG00000266631	0	0	0	0	0	0
ENSG00000266632	0	0	0	0	0	2
ENSG00000266633	0	0	0	0	0	0
ENSG00000266634	0	0	0	0	0	0
ENSG00000266635	0	0	0	0	0	0
ENSG00000266636	0	0	0	0	0	0
ENSG00000266637	0	0	0	1	0	0
ENSG00000266638	0	0	0	0	0	0
ENSG00000266639	0	0	0	0	0	0
ENSG00000266640	0	0	0	0	1	0
ENSG00000266641	0	0	0	0	0	0
ENSG00000266642	0	0	0	0	0	0
ENSG00000266643	2	1	0	0	0	0
ENSG00000266644	2	0	4	2	0	1
ENSG00000266645	0	0	0	0	0	0
ENSG00000266646	0	0	0	0	0	0
ENSG00000266647	0	0	0	0	0	0
ENSG00000266648	30	18	41	15	22	22
ENSG00000266649	0	0	0	0	0	0
ENSG00000266650	0	0	0	0	0	0
ENSG00000266651	1	1	1	0	5	0
ENSG00000266652	0	0	0	0	0	0
ENSG00000266653	0	0	0	0	0	0
ENSG00000266654	1	0	0	0	0	1
ENSG00000266655	0	0	0	0	0	0
ENSG00000266656	0	0	0	0	0	0
ENSG00000266657	0	0	0	0	0	0
ENSG00000266658	2689	3209	5902	2522	1968	5567
ENSG00000266659	0	0	0	0	0	0
ENSG00000266660	0	0	0	0	0	0
ENSG00000266662	0	0	0	0	0	0
ENSG00000266663	0	0	0	0	0	0
ENSG00000266664	0	0	0	0	0	0
ENSG00000266665	0	0	0	0	0	0
ENSG00000266666	0	0	0	0	0	0
ENSG00000266667	0	0	0	0	0	1
ENSG00000266668	0	0	0	0	0	0
ENSG00000266669	0	0	0	0	0	0
ENSG00000266670	0	0	0	0	0	0
ENSG00000266671	0	0	0	0	0	0
ENSG00000266672	0	0	0	0	0	0
ENSG00000266673	0	0	0	0	0	0
ENSG00000266675	0	0	0	0	0	0
ENSG00000266676	0	0	2	0	0	0
ENSG00000266677	3	0	0	1	2	1
ENSG00000266678	0	0	0	0	0	0
ENSG00000266680	3	5	9	2	4	7
ENSG00000266681	0	0	0	0	0	0
ENSG00000266682	0	0	0	0	0	0
ENSG00000266683	0	0	0	0	0	0
ENSG00000266684	0	0	0	0	0	0
ENSG00000266685	0	0	0	0	0	0
ENSG00000266686	0	0	0	0	0	0
ENSG00000266687	0	0	0	0	0	0
ENSG00000266688	0	0	0	0	0	0
ENSG00000266689	0	0	0	0	0	0
ENSG00000266690	0	0	0	0	0	0
ENSG00000266691	0	0	0	0	0	0
ENSG00000266692	0	0	0	0	0	0
ENSG00000266693	0	0	0	0	0	0
ENSG00000266694	0	0	0	0	0	0
ENSG00000266695	0	0	0	0	0	0
ENSG00000266696	0	0	0	0	1	0
ENSG00000266697	0	0	0	0	0	0
ENSG00000266698	0	0	0	0	0	0
ENSG00000266699	0	0	0	0	0	0
ENSG00000266700	0	0	0	0	0	0
ENSG00000266701	2	0	4	1	0	0
ENSG00000266702	0	0	0	0	0	0
ENSG00000266703	0	0	0	0	0	0
ENSG00000266704	0	0	0	0	0	0
ENSG00000266705	0	0	0	0	0	0
ENSG00000266706	0	0	2	0	0	0
ENSG00000266707	6	5	8	11	7	1
ENSG00000266708	1	1	3	2	4	1
ENSG00000266709	2	2	0	1	0	1
ENSG00000266710	1	0	0	0	0	0
ENSG00000266711	0	0	0	0	0	0
ENSG00000266712	0	0	1	0	0	0
ENSG00000266713	0	0	0	0	0	0
ENSG00000266714	785	230	628	578	356	397
ENSG00000266715	0	0	0	0	0	0
ENSG00000266716	0	0	0	0	0	0
ENSG00000266717	0	3	1	0	1	0
ENSG00000266718	4	10	7	1	3	2
ENSG00000266719	0	0	0	0	0	0
ENSG00000266720	0	0	0	0	0	0
ENSG00000266721	0	0	0	0	0	0
ENSG00000266722	0	0	0	0	0	0
ENSG00000266723	0	0	0	0	0	0
ENSG00000266724	0	0	0	0	0	0
ENSG00000266726	0	0	0	0	0	0
ENSG00000266727	0	0	0	0	0	0
ENSG00000266728	0	0	0	0	0	0
ENSG00000266729	0	0	0	0	0	0
ENSG00000266730	0	1	0	0	1	0
ENSG00000266731	0	0	0	0	0	0
ENSG00000266732	0	0	0	0	0	1
ENSG00000266733	2	3	4	1	3	0
ENSG00000266734	0	0	0	0	0	0
ENSG00000266735	0	0	0	0	0	0
ENSG00000266736	0	1	0	0	0	0
ENSG00000266737	0	0	0	0	0	0
ENSG00000266738	0	0	0	0	0	0
ENSG00000266739	0	0	0	0	0	0
ENSG00000266740	0	0	0	0	0	0
ENSG00000266741	0	0	0	0	0	0
ENSG00000266743	0	0	0	0	0	0
ENSG00000266744	0	0	1	0	0	0
ENSG00000266745	0	0	0	0	0	0
ENSG00000266746	0	0	0	0	0	0
ENSG00000266747	0	0	0	0	0	0
ENSG00000266748	0	0	0	0	0	0
ENSG00000266749	1	0	0	0	0	0
ENSG00000266750	0	0	0	0	0	0
ENSG00000266751	0	0	0	0	0	0
ENSG00000266753	50	35	46	22	33	39
ENSG00000266754	0	0	0	0	0	0
ENSG00000266755	0	0	0	0	0	0
ENSG00000266756	0	0	0	0	0	0
ENSG00000266757	0	0	0	0	0	0
ENSG00000266758	0	0	0	0	0	0
ENSG00000266759	0	0	0	0	0	0
ENSG00000266760	0	0	0	0	0	0
ENSG00000266761	0	0	0	0	0	0
ENSG00000266763	0	0	0	0	0	0
ENSG00000266764	0	0	0	0	0	0
ENSG00000266765	0	0	1	0	0	0
ENSG00000266766	0	0	0	0	0	0
ENSG00000266767	0	1	0	0	0	0
ENSG00000266768	0	0	0	0	0	0
ENSG00000266769	0	0	0	0	0	0
ENSG00000266770	0	0	0	0	0	0
ENSG00000266771	0	0	0	0	0	0
ENSG00000266772	0	0	0	0	0	0
ENSG00000266773	0	0	0	0	0	0
ENSG00000266774	0	0	0	0	0	0
ENSG00000266775	0	0	0	0	0	0
ENSG00000266776	0	0	0	0	0	0
ENSG00000266777	2	4	9	6	3	1
ENSG00000266778	0	0	0	0	0	0
ENSG00000266779	0	0	0	0	0	0
ENSG00000266780	1	1	1	3	1	2
ENSG00000266781	0	0	0	0	0	0
ENSG00000266782	0	0	0	0	0	0
ENSG00000266783	0	3	1	0	1	3
ENSG00000266784	0	0	0	0	0	0
ENSG00000266785	0	0	0	0	0	0
ENSG00000266786	6	8	0	6	4	2
ENSG00000266787	0	0	0	0	0	0
ENSG00000266788	0	0	0	0	0	0
ENSG00000266790	0	0	0	0	0	0
ENSG00000266791	0	0	0	0	0	0
ENSG00000266792	0	0	0	1	0	0
ENSG00000266793	0	0	0	0	0	0
ENSG00000266794	0	0	0	0	0	0
ENSG00000266795	1	0	0	0	0	0
ENSG00000266796	0	0	0	0	0	0
ENSG00000266797	0	0	0	0	0	0
ENSG00000266798	0	0	0	0	0	0
ENSG00000266799	0	0	0	0	0	0
ENSG00000266800	0	0	0	0	0	0
ENSG00000266801	0	0	0	0	0	0
ENSG00000266802	0	0	0	0	0	0
ENSG00000266803	0	0	1	0	0	0
ENSG00000266804	0	0	0	0	0	0
ENSG00000266805	0	0	1	1	0	0
ENSG00000266806	0	0	0	0	0	0
ENSG00000266807	0	0	0	0	0	0
ENSG00000266808	0	0	0	0	1	0
ENSG00000266809	0	0	0	0	0	0
ENSG00000266810	0	0	0	0	0	0
ENSG00000266811	0	0	0	0	0	0
ENSG00000266812	0	0	0	0	0	0
ENSG00000266813	0	0	0	0	0	0
ENSG00000266814	0	0	0	0	0	0
ENSG00000266815	0	0	0	0	0	0
ENSG00000266816	0	0	0	0	0	0
ENSG00000266817	0	0	0	0	0	0
ENSG00000266818	1	0	0	0	0	0
ENSG00000266819	0	0	0	0	0	0
ENSG00000266820	0	0	0	0	0	0
ENSG00000266821	0	0	1	1	2	3
